image_id,premise,hypothesis,hypothesis_syn,label
447877,A hotel has elaborately shaped towels on the turned down bed.,leaves,leaf.n.01,1
297570,People flying kites on the sands of the beach.,kite,kite.n.03,1
290110,"Fire and Rescue Command Truck parked in parking lot.
 ",sky,sky.n.01,1
246815,There are lots of kites being flown in the sky by the water.,fruit,fruit.n.01,0
23648,A blue and white street sign on the corner of an old building.,stain,stain.n.01,1
547229,A man is looking out a window above a clock and plants.,door opening,,1
240902,A large adorable dog with hair that looks like a mop ,entrance,entrance.n.01,1
6414,Overview of a city with a busy bus stop in the foreground.,roof,roof.n.01,1
66825,The man stands next to a wooden horse with people in it. ,room,room.n.01,0
25105,a large air plane on a run way,words,word.n.01,1
9865,A rooster standing in the grass next to a road.,grass,grass.n.01,0
192669,An airplane begins to take off from the runway.,clouds,cloud.n.01,1
104900,"A ""vintage"" cell phone alongside a set of car keys.",hinge,hinge.n.01,1
306718,A group of colorful kites in the wind. ,door,door.n.01,0
236262,A commercial air plane in an airport runway.,flower is in hair,flower.n.01,0
246815,There are lots of kites being flown in the sky by the water.,person,person.n.01,1
186116,Two zebra and other wildlife in a field with trees in the background.,feet,foot.n.01,1
102322,A bathroom urinal is close up in white.,hand,hand.n.01,0
215222,A man is sitting in the grass holding four cell phones.,green tree,tree.n.01,1
108240,An intersection on a snowy night with several street lamps,frosting,frosting.n.01,0
413923,A woman is walking down the street carrying an umbrella,woman,woman.n.01,1
167813,People in lie to get hot dogs or lemonade .,white,,1
257167,A large clock on the outside of a stone building.,tree,tree.n.01,0
201291,A plate of noodles with beef and broccoli,logo,logo.n.01,0
257387,A group of female playing soccer on a soccer field.,cars,car.n.01,1
321013,A house with a boat and car parked together,radio,radio.n.01,1
321959,A yellow commuter train parked in front of a house.,grey awning,awning.n.01,0
187156,A brown dog with a dark face sits in between a person's legs.,head,head.n.01,1
554952,A couple of people that are playing a video game.,counter,counter.n.01,0
293435,A cat laying on a park bench in the shade.,box,box.n.01,0
360665,A view of some animals are in the grass.,animal,animal.n.01,1
345391,There are several signs on a bird house.,three cars parked,car.n.01,0
517626,A toilet that has some controls on it.,outlet,mercantile_establishment.n.01,1
142589,A hotdog covered in relish and onions sitting next to a container of bean covered fritos.,men,man.n.01,0
427319,"A plate of food containing chicken, mushrooms and broccoli.",drips,drip.n.01,1
482699,"MAN DRESSED IN SUIT AND TIE, WEARING A HAT AND SUNGLASSES",legs,leg.n.01,0
327998,A couple in party outfits pose for a selfie photograph,rink,rink.n.01,0
190360,A fluffy cat sleeping on the hood of a car,whisker,hair's-breadth.n.01,1
369341,An orange cat laying on top of the ground playing with a string.,cat's,cat.n.01,1
394486,A man holding a cell phone and making a call on a public phone.,box,box.n.01,1
486030,a plane flying by on a sunny day,engine,engine.n.01,1
167092,A plate of food with broccoli and rice,broccoli,broccoli.n.01,1
134770,A double decker bus is on a street.,bus,bus.n.01,1
466580,A messy computer desk sitting near a window.,tv,,1
351973,A couple of horses on a city street.,branches,branch.n.01,0
224667,A skateboarder performs a trick in the city.,light,light.n.01,1
410126,A skateboarder's board and both feet on a street.,laces,lace.n.01,1
473352,two jets flying very close to one another,tarmac,tarmacadam.n.01,0
390286,A bunch of teddy bears on display in front of  a window.,animal,animal.n.01,1
278450,A person feeding two calfs milk from a bag.,zipper,slide_fastener.n.01,1
352118,Three giraffes are walking around their enclosed area at the zoo.,leg,leg.n.01,1
150827,Red and gold cards on a plant outside a building on a very well lit day.,chair,chair.n.01,0
516189,A range rover is parked and equipment is sitting beside it.,bag,bag.n.01,1
472172,A beautiful well lit bedroom with a bed in the middle.,wall,wall.n.01,0
19329,a room showing a toilet and a wooden table,train,train.n.01,0
564545,a old light house that is by some water,mantle,mantle.n.01,0
92670,A heron landing on the water in an ocean ,tree,tree.n.01,0
12620,A group of giraffes in an enclosure with a very sparse vegetation.,baseball,baseball.n.01,0
207775,The face of a woman in sunglasses reflected in a rear view mirror,face,face.n.01,1
480520,a giraffe  standing beside a building and part of a tree,giraffe,giraffe.n.01,1
259542,A man riding an elephant next to a large soccer ball.,spectators,spectator.n.01,0
474616,a couple of people are playing with a disk in a field,shirt,shirt.n.01,1
577632,a foggy night and a stop sign bearing a one way sign ,ground,land.n.04,0
176155,a man sliding on a ski slope on a ski board.,helmets,helmet.n.02,0
71550,Five people are having a meal at a wooden table.,carved design,design.n.01,0
230966,A blue and brown big vase and little vase sitting on a table.,shelf,shelf.n.01,1
580511,A dock that has some boating gear on it.,building,building.n.01,0
29853,a gray black and white seagull at the beach,window,window.n.01,0
61460,There is some luggage in between two people,dessert,dessert.n.01,0
105516,A tennis player in white is paying on a clay court.,city,city.n.01,0
519209,A male chef stands at a work station preparing food.,enclosure,enclosure.n.01,0
309599,A airplane on the runway with the jet bridge in use. ,white clouds,cloud.n.01,1
384961,The women are at a restaurant and have food.,eye,eye.n.01,1
327209,Three students are gathered around a wire table. ,jacket,,1
250136,A daredevil motorcyclist lifts off his seat during a high jump.,back tire,tire.n.01,1
30094,a man is laughing and talking on the phone,arm,arm.n.01,1
38241,a little blue truck parked by a metal pole ,person,person.n.01,1
453137,A person on a skateboard on a city street.,of a white plate,plate.n.04,0
210471,A woman sitting at a desk in a room.,bathmat,rug.n.01,0
120790,A city bus driving around a fountain area.,windows,window.n.01,0
377756,A black car parked near an intersection with a no turn sign,man,man.n.01,0
270278,A stop sign and a ferry sign share a pole on the beach,community,community.n.01,1
313201,a male with a back pack is walking down a street and people,signs,sign.n.02,1
143482,A group of people stands around and looks at a phone.,building,building.n.01,0
525265,"One side of a hotel bathroom shows toilet, mirror and the sink in front of it.",tissue,tissue.n.02,1
315083,A woman is holding a bunch of bananas.,pen,pen.n.01,0
109212,A couple of zebras graze in their zoo habitat.,leaves,leaf.n.01,0
173688,An old dirty yellow fire hydrant near a job site.,work area noted,area.n.01,1
129133,The red bike is parked near people standing around drinking. ,car,car.n.01,0
537316,A young baby boy holding a piece of pizza in it's mouth.,show,show.n.01,0
442509,A laptop on top of a desk ,string,string.n.01,0
157190,A man uses a blender to stir up a yellowish material.,wire,wire.n.01,0
426979,An open area market has a motorcycle parked nearby.,shelf,shelf.n.01,0
477434,A bedroom scene with a bed and two lamps.,sheets,sheet.n.01,1
208782,A large boat is in the water by a bridge.,person,person.n.01,1
18367,A man in hat riding on a brown horse on dirt path.,boy,male_child.n.01,1
262336,a tennis player in blue shorts is playing tennis,racket,racket.n.04,1
522491,A motorcycle sidecar parked on the side of a street.,door,door.n.01,1
276575,a mother elephant walking with a baby elephant towards some trees,glare,glare.n.01,0
557869,A silver train with no karts moving along the grass. ,can opener,opener.n.01,0
137339,A bedroom with floral comforter and a lot of pillows on the bed.,wood,wood.n.01,1
545696,A woman is in the ocean riding a wave.,bicycle,bicycle.n.01,0
407113,An elderly woman wearing red and holding a stuffed animal.,part,part.n.01,0
382971,The melted cheese makes it difficult to obtain a piece of pizza.,lid,eyelid.n.01,0
459715,A business man in a tie sits in the driver's seat of a car,window,window.n.01,0
71550,A group of people sitting around a table outdoors.,plate,plate.n.04,1
193359,A man wearing an Italy shirt is standing in the street.,uniform,uniform.n.01,0
497494,Two men in bed with a dog sleeping on one ,winter,winter.n.01,0
38477,A pretty young lady showing her tummy off while holding a phone.,purse,bag.n.04,1
234993,2 sheep lay in the grass in a field,grass,grass.n.01,1
342126,A very big messy bed filled with many items.,jet,jet.n.01,0
378583,A street scene at an intersection with several cars at sunset.,parking meter,parking_meter.n.01,0
154073,"Two race winners on a podium, one holding champagne while the other points at something",tracks,path.n.04,0
449350,A very cute looking girl with a big smile.,necklace,necklace.n.01,1
71295,A open suitcase on the ground in a room.,bag,bag.n.01,0
387759,Daytime picture of parking lots and businesses along a highway.,pole,pole.n.01,1
230291,A group of people that are flying some kites.,ear,ear.n.01,0
320593,a man skating on the road wearing a black vest,banana,banana.n.01,0
147597,A group of people that are standing in the snow.,sheep's wool,wool.n.01,0
124591,A surfer in the ocean riding a large wave.,front legs,leg.n.01,0
417248,a person riding a motorcycle with a passenger seat,vehicle,vehicle.n.01,1
7150,A cat laying down on a chair cushion.,concrete line,line.n.01,0
562845,Two girls balance Frisbees on their fingers as two young men are nearby.,plates,plate.n.04,0
466580,"a desk with a computer, a seat and a muppet ",lettering,inscription.n.01,1
553640,A group of people standing in front of a tall clock tower.,phone,telephone.n.01,0
142187,a sign in the middle of a walk way that is docorated,reflection,contemplation.n.02,0
137884,A female tennis player swinging her tennis racket.,woman tennis,,1
141204,The street signs indicate which way a car can and cannot turn while the signal light controls traffic.  ,traffic signal,traffic_light.n.01,0
105719,two bears in an orphanage moving against each other,grass,grass.n.01,1
82957,A man riding on a motorcycle on an offroad road.,motorcycle,motorcycle.n.01,1
553719,A cat lying in the sun on a couch ,white cloud,cloud.n.01,0
1216,A person is walking in the rain by some flowers.,person,person.n.01,0
106941,a little playing with his kite around homes,kid,child.n.01,1
205266,A group of zebras in a fenced enclosure.,rail,railing.n.01,1
325380,A dog lays alone in a dirt patch.,feathers,feather.n.01,0
401435,A skateboarder is going down the paved street.,person,person.n.01,1
154023,2 elephants playing with each other in the brush.,giraffe,giraffe.n.01,0
132094,The bathroom is equipped with two seperate basins.,tray,tray.n.01,1
356972,some men standing at a platform waiting for the train to pull up ,sign,sign.n.02,1
421305,An older man driving a herd of cattle into a nearby corral. ,person,person.n.01,0
518816,A sheep is standing in front of a house,grass,grass.n.01,0
176462,A group of both young and full grown elephants covered in dirt.,zebra,zebra.n.01,0
14876,Boy swinging a bat at a ball in a wooded yard ,left foot,foot.n.01,1
63724,game console and various objects on brown table,head,head.n.01,0
79217,A man on water skis is making a splash.,lights,light.n.02,0
481829,A man in a grassland is hauling wood using 2 oxen.,sailboat,sailboat.n.01,0
405179,A train is stopped at a train station.,hunger,hunger.n.01,0
132298,Dude jumping through the air on a skateboard,house,house.n.01,1
465859,The plate is piled up with pizza slices.,cup,cup.n.01,1
316575,A red stop sign sitting in the middle of a road.,stop,stop.n.01,1
301554,A man sitting on an elephant while people sit and watch.,camera,camera.n.01,1
577643,A toy dog in a window with it's tongue sticking out. ,letter,letter.n.01,0
79456,A young boy and a young girl sitting next to each other.,grass,grass.n.01,0
519404,A man typing on a laptop near some women in an office.,board,board.n.02,0
29855,A toilet with orange wire in it and jacket stuffed behind,light bulb,bulb.n.01,1
336335,An airplane flying high over two smoke stacks.,plane,airplane.n.01,1
398757,A bird perched on top of a balcony rail.,leg,leg.n.01,1
