image_id,premise,hypothesis,hyp_rel,label
466573,"This is a living room with loveseat, chair, fireplace, and tv in the corner.",a person on a beach,"[[2552315, u'ON', u'along.r.01', 1749434]]",0
321132,A man in a black wet-suit laying on a surfboard. ,rider wearing blue and yellow cap,"[[311341, u'WEARING', u'wear.v.01', 311347]]",0
389810,A man standing next to other people holding a kite above his head. ,A person's left arm.,"[[1103250, u'OF', None, 1103245]]",1
172475,A book bag with a bottle in it next to a suitcase.,A horse running on a beach.,"[[384919, u'running on', u'be.v.01', 384920]]",0
230582,A picture of a white and steel toilet with a picture on the lid. ,Picture of bottle on toilet. ,"[[3751922, u'ON', u'along.r.01', 2078821]]",1
432624,A man riding skis while holding two ski poles.,Plane on the ground,"[[2519057, u'ON', u'be.v.01', 3645401]]",0
359472,The sticker covered street signs outside a glass building,A sign on the post,"[[1986034, u'ON', u'along.r.01', 1807848]]",1
394036,A black and white cat sitting it the bathroom sink of a home,The man is wearing black shoes.,"[[1140038, u'WEARING', u'be.v.01', 1140043]]",0
518932,A man dressed in business attire addressing a crowd.,a man wearing a purple and white tie,"[[453738, u'WEARING', u'wear.v.01', 453739]]",1
257934,benches on a sidewalk next to the grass ,brown sandals on a man,"[[879802, u'ON', u'along.r.01', 879797]]",0
508488,A parking lot near a church in an urban area covered in snow.,four benches covered in snow,"[[1171733, u'are under', u'be.v.01', 1171732]]",1
528060,A hat on a stick near an umbrella,Windshield for orange train,"[[1857343, u'for', None, 1737634]]",0
139695,A large brown bear statue sitting in front of a snow covered house.,Bear has black nose.,"[[2484315, u'On face of', u'confront.v.02', 3783730]]",1
433051,a baseball pitcher just threw the base ball,person wearing a hat,"[[982024, u'has', u'have.v.01', 982022]]",1
41455,A modern bathroom with two sinks and a television on the wall.,black soapdish with white bar of soap,"[[2722924, u'with', None, 2722925], [2722925, u'OF', None, 2722926]]",1
52259,A billboard photo taken out the window of a moving car.,white square sign on building,"[[3578783, u'ON', u'along.r.01', 3578784]]",1
39078,a transit bus parked with trees in the background,opened door of a bus,"[[1221623, u'ON', u'along.r.01', 1221624]]",1
349609,a microwave on a table in the corner of the room,kid wearing a pink shirt,"[[2825425, u'wearing a', u'wear.v.01', 2825426]]",0
15179,a girraffe stands tall on concrete surrounded by blue ropes,trees on the other side of the building,"[[1287267, u'on or side of', u'be.v.01', 1287233]]",1
313553,a person sitting down talking on a cell phone ,a man pushing a stroller,"[[972970, u'pushing', u'push.v.01', 972972]]",0
420544,a bear in a field of grass with trees in the background,The legs of the sheep on the right.,"[[817146, u'has', u'have.v.01', 817153]]",0
172405,a black cat curled up sleeping on a desk,cat laying down with head on book,"[[3733889, u'with', None, 1787498], [3733889, u'ON', u'along.r.01', 1787499]]",1
225835,A man placing nuts on top of desserts.,old embroidered font on hat,"[[280070, u'ON', u'along.r.01', 280039]]",1
503089,A group of adult and baby elephants in an enclosure.,wooden board with drawings ,"[[2010472, u'with', None, 2010473]]",0
549104,A bench on a hill overlooking a beach.,sky above the land,"[[2755744, u'above', u'above.r.01', 3494343]]",0
117736,An older and younger male just finished kicking the soccer ball around,green leaves on the tree,"[[3142952, u'ON', u'along.r.01', 3142953], [3142952, u'ON', u'along.r.01', 3142953]]",0
470381,Group of soldiers sitting in office eating pizza.,Yellow ribbon hanging on refrigerator.,"[[270108, u'hanging', u'hang.v.01', 270096]]",1
193359,A man standing in the middle of a crowded street,man talking on his cellphone,"[[2552858, u'talking on', u'talk.v.01', 2552859]]",1
129726,there is a man playing with a frisbee on the field,Roman horse drawn statue on top of a building,"[[3281544, u'ON', u'along.r.01', 3281545]]",0
111189,a tennis player on a court with a racket,a chair under an umbrella,"[[3020161, u'under', u'under.r.01', 3389629]]",1
562110,Curious sheep grazing in a field with high grass.,the tail of a sheep,"[[1095028, u'has', u'have.v.01', 1095010]]",1
571906,A man cuddles with a woman who holds a banana. ,red dots on woman's face.,"[[2708896, u'ON', u'along.r.01', 2708899], [2708897, u'ON', u'along.r.01', 2708899]]",1
569308,People hurriedly cross the street while the traffic light is red.,skateboarder in the air,"[[3763358, u'IN', u'in.r.01', 3763355]]",0
220232,Person holding upright skateboard on cement block pathway.,Small brown limb of tree,"[[856100, u'OF', None, 856099]]",0
484273,Two people standing by a bar in the kitchen cooking. ,seams on the side of shirt,"[[1618236, u'ON', u'along.r.01', 1618246]]",0
491981,"The girls are at the table in the library, using their laptops and notebooks.",blue jeans on girl,"[[219603, u'ON', u'along.r.01', 219590]]",1
70309,A model motorcycle sitting on top of a display.,a sofa with a loose fitting cover,"[[1669634, u'with a', None, 3871953]]",1
137230,The picture of the market on the side of the street.,four people on skis,"[[3862816, u'ON', u'along.r.01', 1979773]]",0
218145,A man sitting at a table in front of a computer keyboard.,the man is cutting paper,"[[1285824, u'cutting', u'be.v.01', 1285828]]",1
367131,a banana with some monkeys on the peel,light brown spots on bananas,"[[1347928, u'ON', u'along.r.01', 1347927]]",1
368834,A photo of a small vase with flowers are shown.,the center of a flower.,"[[620897, u'OF', None, 620889]]",1
813,A flock of ducks floating on top of a lake.,small ripples on surface of water,"[[527849, u'has', u'have.v.01', 527850]]",1
551159,A small child using skis to ski down the hill.,man with two frisbees in hands,"[[3611931, u'are in', None, 3229273], [3103250, u'has', None, 3229273]]",0
283019,A huge group of white cows are on a grassy hillside.,A man is wearing a blue jacket.,"[[435589, u'wearing a', u'wear.v.01', 435592]]",0
462662,The two men are playing tennis against each other.,white stripe on the bedspread,"[[1168952, u'has', u'have.v.01', 1168961]]",0
532178,the front of an old blue and red Giron VI bus sitting on the street,white spot on bumper looks like key or cocktail glass,"[[525022, u'has a', u'have.v.01', 525024]]",1
111933,A restaurant has a table full of food.,white shirt peeking out under coat,"[[2190694, u'peaking out of', u'away.r.02', 1845824]]",0
580549,Two city buses parked in an empty parking lot.,building has a window,"[[1597030, u'ON', u'along.r.01', 1597031], [3704872, u'ON', u'along.r.01', 1597031], [3704873, u'ON', u'along.r.01', 1597031], [3704874, u'ON', u'along.r.01', 1597031], [3704875, u'ON', u'along.r.01', 1597031]]",1
320329,Two cows laying down on a dirt patch near a fence. ,Person wearing blue jeans.,"[[2679907, u'WEARING', u'wear.v.01', 2679908]]",0
466402,A sheep is walking up a green grassy hill.,large airy cloud in sky,"[[618539, u'has', u'have.v.01', 618541]]",1
104821,a female standing on a pair of water skis in the water with trees in the  background,spot on the giraffe in the cage,"[[1056078, u'ON', u'be.v.01', 1056072]]",0
95517,A person standing next to an elephant's head.,windows on side of train,"[[957398, u'ON', u'along.r.01', 957390]]",0
388980,a young woman riding on the back of a horse,Woman riding a horse.,"[[1179817, u'riding', u'depend_on.v.01', 1179818]]",1
227325,A man eating a large deep dish pizza.,The woman is wearing sunglasses.,"[[2986481, u'WEARING', u'wear.v.01', 3513326]]",0
548224,A person snowboarding down a slope at an angle.,goggles on person's face,"[[2481272, u'on person', u'along.r.01', 2481274]]",1
117993,A group of people parading down an expressway.,black stripes on the zebra,"[[1910556, u'ON', u'along.r.01', 3886316]]",0
515829,A drawers of various supplies in different sections.,a clear bottle of fluid,"[[1212948, u'inside of', u'inside.r.01', 1212949]]",1
8245,"a desk with pictures, a vase, and a ceramic shoe",A painting of a black and white purse,"[[1842019, u'shown in', u'show.v.01', 3621910]]",1
160407,A group of people standing next to a parked bus.,person wearing a mask,"[[1161373, u'wearing a', u'wear.v.01', 1161384]]",0
141316,a close up of a car mirror with a building in the mirror, a sheep in a field of grass ,"[[3458448, u'IN', u'in.r.01', 3792228]]",0
513075,this is a white sign in front of a parking lot,A little boy wearing blue shorts. ,"[[2383837, u'WEARING', u'wear.v.01', 2383838]]",0
327726,"The living room has no people inside of it, but the television set was left on. ",The couch has a lot of pillows on it.,"[[1212030, u'has', u'have.v.01', 1212031]]",1
337780,A man rides an elephant down a street while traffic moves around them.,Shoes on a bed,"[[1112716, u'ON', u'along.r.01', 375704]]",0
571499,Person standing on a balcony overlooking a building with a bright red umbrella.,the leaves of a tree,"[[1037660, u'has', u'have.v.01', 1037661]]",1
562335,A kitchen displays a green wood floor and a various assortment of cabinets and appliances.,a white coffee cup on a desk,"[[718136, u'on a', u'along.r.01', 718145]]",0
228882,A cat laying down looking in the opposite direction,leg of a cat,"[[3152016, u'of a', None, 3152015]]",1
123028,a coffee mug with a toy bear leaning up against it,logo on tiny glass.,"[[1226027, u'has', u'have.v.01', 1226034]]",1
572391,A man in glasses wearing a suit and vest.,black paws on dog's foot,"[[326409, u'has', u'have.v.01', 326432], [326409, u'has', u'have.v.01', 326433]]",0
514356,Black birds are flying against a cloudy sky.,Salad on a white plate,"[[3362241, u'ON', u'along.r.01', 2765701]]",0
502748,"Musicians sit on a couch and practice instruments,",a man sitting on a couch playing trombone,"[[3206725, u'playing', u'play.v.01', 3206726], [3206725, u'sitting on', u'sit.v.01', 3526446]]",1
530936,A person jumping up in the air with a snowboard.,a ring on a finger,"[[3386973, u'on a', u'along.r.01', 3386974]]",0
300445,A brown bear is walking in the woods by some bushes and trees.,fur of the bear,"[[1682579, u'OF', None, 1682580]]",1
54348,"A person standing on a grass field and flying a kite in the sky, with mountains in the background.",red section of the kite,"[[3460470, u'OF', None, 3786004]]",1
25172,A mixture of noodles with beans and vegetable together,peas in the pasta,"[[1051583, u'are in', u'be.v.01', 1051572], [1051583, u'are in', u'be.v.01', 1051574], [1051583, u'are in', u'be.v.01', 1051573], [1051583, u'are in', u'be.v.01', 1051576], [1051583, u'are in', u'be.v.01', 1051575], [1051584, u'are in', u'be.v.01', 1051574], [1051584, u'are in', u'be.v.01', 1051572], [1051584, u'are in', u'be.v.01', 1051573], [1051584, u'are in', u'be.v.01', 1051576], [1051584, u'are in', u'be.v.01', 1051575]]",1
372479,A woman on the street looking at a cellphone.,bag over woman's shoulder.,"[[3589358, u'over', u'over.r.01', 3589359]]",0
506927,a person standing near a small motorcycle on a city street,man is wearing sunglasses,"[[1312269, u'WEARING', u'wear.v.01', 1312277]]",0
12428,Cut fruit on a cutting board with a knife and spoons.,Spices and condiments near chopping board,"[[1324673, u'are next to', u'be.v.01', 1324658]]",1
193682,A beautiful woman hitting a tennis ball with a tennis racquet.,the hand of a woman,"[[3485822, u'OF', None, 3485823]]",1
212584,A woman looking at a kite on a clear day,trunk of the elephant,"[[1886381, u'OF', None, 1886380]]",0
371654,A table in a kitchen full of ingredients.,rolling pins are on the cutting boards,"[[1365786, u'ON', u'along.r.01', 1365783]]",1
439883,A man that is standing on skis in the snow.,man wearing yellow jacket,"[[3222068, u'WEARING', u'wear.v.01', 3222069]]",1
569349,Two black wooden benches with bushes in the background.,bottom of tree trunk above green bush,"[[2593848, u'above', u'above.r.01', 2593849]]",1
54214,A man flying through the air while riding a skateboard.,The leaves on the tree are green,"[[1987882, u'ON', u'along.r.01', 1987883]]",0
432917,Two men kneeling down besides a sheep on a grass covered field.,the girl's hand,"[[2886242, u'has', u'have.v.01', 2886243]]",0
365645,A theater called the Rio playing the movie An Inconvenient Truth.,woman wearing dark clothing and heels,"[[583488, u'WEARING', u'wear.v.01', 583489], [583488, u'WEARING', u'wear.v.01', 583490]]",0
181829,An old picture showing some people cooking in the kitchen. ,A dispenser for soap,"[[3296476, u'IN', None, 3296475]]",1
1811,a man skiing on a rocky ground with  other watching,The giraffe has a long neck.,"[[422029, u'has', u'have.v.01', 422036]]",0
495171,Two people wearing skis standing at the edge of a snow covered hill.,Apples on the ground,"[[2619693, u'ON', u'along.r.01', 3854075]]",0
334735,a sign indicating that the next train will arrive shortly after 3 o'clock,Heavy traffic surrounding an airport.,"[[382540, u'at', None, 382523]]",0
53423,There are footprints on the sand near a skateboard.,white clouds in blue sky,"[[872649, u'in middle of', u'in.r.01', 872648]]",1
159948,Several people stand around two of them holding bikes with many more bikes parked in the background.,A group of trees in the city.,"[[1099044, u'are in', u'be.v.01', 1099048]]",1
432744,An empty park bench atop of hill over looking a beautiful mountain landscape.,Large crane is above a gray building,"[[1074822, u'above', u'above.r.01', 1074823]]",1
454814,a man smoking while a lady reading on the street,three written notes on fish shaped paper,"[[2568486, u'ON', u'along.r.01', 3564052]]",0
451732,A person riding an ocean wave on a surfboard.,purple glasses on face,"[[1878009, u'ON', u'along.r.01', 1878010]]",0
191731,The underside of a flower is shown with a timestamp.,two bunches of bananas,"[[1114954, u'OF', None, 1114944], [1114955, u'OF', None, 1114944]]",1
